Station Name,model and version,XL2 S/N
LakeHodges_GUEJITO,Sutron XLink 500 Version 8.28 Build  8:19:24 10/11/2019 revision 3127,1911370
Label,Meas Type,Slope,Offset,Equation
PT Level,SDI-12,1.000000,0.000000,Off
Flow_cfs,Meta,1.000000,0.000000,Off
Curr_pacing,Meta,1.000000,0.000000,Off
FlowVolume,Meta,1.000000,0.000000,Off
Aliquot_Num,Meta,1.000000,0.000000,Off
04/07/2020,00:00:00,PT Level,-0.08,in,G
04/07/2020,00:00:00,Aliquot_Num,0,ali,G
04/07/2020,00:00:00,Flow_cfs,0.00,,G
04/07/2020,00:00:00,Curr_pacing,2000.00,,G
04/07/2020,00:00:00,FlowVolume,0.00,,G
04/07/2020,00:05:00,PT Level,-0.09,in,G
04/07/2020,00:05:00,Aliquot_Num,0,ali,G
04/07/2020,00:05:00,Flow_cfs,0.00,,G
04/07/2020,00:05:00,Curr_pacing,2000.00,,G
04/07/2020,00:05:00,FlowVolume,0.00,,G
04/07/2020,00:10:00,PT Level,-0.08,in,G
04/07/2020,00:10:00,Aliquot_Num,0,ali,G
04/07/2020,00:10:00,Flow_cfs,0.00,,G
04/07/2020,00:10:00,Curr_pacing,2000.00,,G
04/07/2020,00:10:00,FlowVolume,0.00,,G
04/07/2020,00:15:00,PT Level,-0.08,in,G
04/07/2020,00:15:00,Aliquot_Num,0,ali,G
04/07/2020,00:15:00,Flow_cfs,0.00,,G
04/07/2020,00:15:00,Curr_pacing,2000.00,,G
04/07/2020,00:15:00,FlowVolume,0.00,,G
04/07/2020,00:20:00,PT Level,-0.08,in,G
04/07/2020,00:20:00,Aliquot_Num,0,ali,G
04/07/2020,00:20:00,Flow_cfs,0.00,,G
04/07/2020,00:20:00,Curr_pacing,2000.00,,G
04/07/2020,00:20:00,FlowVolume,0.00,,G
04/07/2020,00:24:49,Setup Change,0,,G
04/07/2020,00:25:00,PT Level,-0.08,in,G
04/07/2020,00:25:00,Aliquot_Num,0,ali,G
04/07/2020,00:25:00,Flow_cfs,0.00,,G
04/07/2020,00:25:00,Curr_pacing,2000.00,,G
04/07/2020,00:25:00,FlowVolume,0.00,,G
04/07/2020,00:27:00,Client Conn,69,,G
04/07/2020,00:30:00,PT Level,-0.08,in,G
04/07/2020,00:30:00,Aliquot_Num,0,ali,G
04/07/2020,00:30:00,Flow_cfs,0.00,,G
04/07/2020,00:30:00,Curr_pacing,2000.00,,G
04/07/2020,00:30:00,FlowVolume,0.00,,G
04/07/2020,00:35:00,PT Level,-0.08,in,G
04/07/2020,00:35:00,Aliquot_Num,0,ali,G
04/07/2020,00:35:00,Flow_cfs,0.00,,G
04/07/2020,00:35:00,Curr_pacing,2000.00,,G
04/07/2020,00:35:00,FlowVolume,0.00,,G
04/07/2020,00:40:00,PT Level,-0.09,in,G
04/07/2020,00:40:00,Aliquot_Num,0,ali,G
04/07/2020,00:40:00,Flow_cfs,0.00,,G
04/07/2020,00:40:00,Curr_pacing,2000.00,,G
04/07/2020,00:40:00,FlowVolume,0.00,,G
04/07/2020,00:45:00,PT Level,-0.09,in,G
04/07/2020,00:45:00,Aliquot_Num,0,ali,G
04/07/2020,00:45:00,Flow_cfs,0.00,,G
04/07/2020,00:45:00,Curr_pacing,2000.00,,G
04/07/2020,00:45:00,FlowVolume,0.00,,G
04/07/2020,00:50:00,PT Level,-0.08,in,G
04/07/2020,00:50:00,Aliquot_Num,0,ali,G
04/07/2020,00:50:00,Flow_cfs,0.00,,G
04/07/2020,00:50:00,Curr_pacing,2000.00,,G
04/07/2020,00:50:00,FlowVolume,0.00,,G
04/07/2020,00:55:00,PT Level,-0.09,in,G
04/07/2020,00:55:00,Aliquot_Num,0,ali,G
04/07/2020,00:55:00,Flow_cfs,0.00,,G
04/07/2020,00:55:00,Curr_pacing,2000.00,,G
04/07/2020,00:55:00,FlowVolume,0.00,,G
04/07/2020,01:00:00,PT Level,-0.08,in,G
04/07/2020,01:00:00,Aliquot_Num,0,ali,G
04/07/2020,01:00:00,Flow_cfs,0.00,,G
04/07/2020,01:00:00,Curr_pacing,2000.00,,G
04/07/2020,01:00:00,FlowVolume,0.00,,G
04/07/2020,01:05:00,PT Level,-0.08,in,G
04/07/2020,01:05:00,Aliquot_Num,0,ali,G
04/07/2020,01:05:00,Flow_cfs,0.00,,G
04/07/2020,01:05:00,Curr_pacing,2000.00,,G
04/07/2020,01:05:00,FlowVolume,0.00,,G
04/07/2020,01:10:00,PT Level,-0.09,in,G
04/07/2020,01:10:00,Aliquot_Num,0,ali,G
04/07/2020,01:10:00,Flow_cfs,0.00,,G
04/07/2020,01:10:00,Curr_pacing,2000.00,,G
04/07/2020,01:10:00,FlowVolume,0.00,,G
04/07/2020,01:15:00,PT Level,-0.07,in,G
04/07/2020,01:15:00,Aliquot_Num,0,ali,G
04/07/2020,01:15:00,Flow_cfs,0.00,,G
04/07/2020,01:15:00,Curr_pacing,2000.00,,G
04/07/2020,01:15:00,FlowVolume,0.00,,G
04/07/2020,01:20:00,PT Level,-0.08,in,G
04/07/2020,01:20:00,Aliquot_Num,0,ali,G
04/07/2020,01:20:00,Flow_cfs,0.00,,G
04/07/2020,01:20:00,Curr_pacing,2000.00,,G
04/07/2020,01:20:00,FlowVolume,0.00,,G
04/07/2020,01:25:00,PT Level,-0.08,in,G
04/07/2020,01:25:00,Aliquot_Num,0,ali,G
04/07/2020,01:25:00,Flow_cfs,0.00,,G
04/07/2020,01:25:00,Curr_pacing,2000.00,,G
04/07/2020,01:25:00,FlowVolume,0.00,,G
04/07/2020,01:30:00,PT Level,-0.08,in,G
04/07/2020,01:30:00,Aliquot_Num,0,ali,G
04/07/2020,01:30:00,Flow_cfs,0.00,,G
04/07/2020,01:30:00,Curr_pacing,2000.00,,G
04/07/2020,01:30:00,FlowVolume,0.00,,G
04/07/2020,01:35:00,PT Level,-0.09,in,G
04/07/2020,01:35:00,Aliquot_Num,0,ali,G
04/07/2020,01:35:00,Flow_cfs,0.00,,G
04/07/2020,01:35:00,Curr_pacing,2000.00,,G
04/07/2020,01:35:00,FlowVolume,0.00,,G
04/07/2020,01:40:00,PT Level,-0.08,in,G
04/07/2020,01:40:00,Aliquot_Num,0,ali,G
04/07/2020,01:40:00,Flow_cfs,0.00,,G
04/07/2020,01:40:00,Curr_pacing,2000.00,,G
04/07/2020,01:40:00,FlowVolume,0.00,,G
04/07/2020,01:45:00,PT Level,-0.08,in,G
04/07/2020,01:45:00,Aliquot_Num,0,ali,G
04/07/2020,01:45:00,Flow_cfs,0.00,,G
04/07/2020,01:45:00,Curr_pacing,2000.00,,G
04/07/2020,01:45:00,FlowVolume,0.00,,G
04/07/2020,01:50:00,PT Level,-0.08,in,G
04/07/2020,01:50:00,Aliquot_Num,0,ali,G
04/07/2020,01:50:00,Flow_cfs,0.00,,G
04/07/2020,01:50:00,Curr_pacing,2000.00,,G
04/07/2020,01:50:00,FlowVolume,0.00,,G
04/07/2020,01:55:00,PT Level,-0.07,in,G
04/07/2020,01:55:00,Aliquot_Num,0,ali,G
04/07/2020,01:55:00,Flow_cfs,0.00,,G
04/07/2020,01:55:00,Curr_pacing,2000.00,,G
04/07/2020,01:55:00,FlowVolume,0.00,,G
04/07/2020,02:00:00,PT Level,-0.08,in,G
04/07/2020,02:00:00,Aliquot_Num,0,ali,G
04/07/2020,02:00:00,Flow_cfs,0.00,,G
04/07/2020,02:00:00,Curr_pacing,2000.00,,G
04/07/2020,02:00:00,FlowVolume,0.00,,G
04/07/2020,02:05:00,PT Level,-0.08,in,G
04/07/2020,02:05:00,Aliquot_Num,0,ali,G
04/07/2020,02:05:00,Flow_cfs,0.00,,G
04/07/2020,02:05:00,Curr_pacing,2000.00,,G
04/07/2020,02:05:00,FlowVolume,0.00,,G
04/07/2020,02:10:00,PT Level,-0.09,in,G
04/07/2020,02:10:00,Aliquot_Num,0,ali,G
04/07/2020,02:10:00,Flow_cfs,0.00,,G
04/07/2020,02:10:00,Curr_pacing,2000.00,,G
04/07/2020,02:10:00,FlowVolume,0.00,,G
04/07/2020,02:15:00,PT Level,-0.08,in,G
04/07/2020,02:15:00,Flow_cfs,0.00,,G
04/07/2020,02:15:00,Aliquot_Num,0,ali,G
04/07/2020,02:15:00,Curr_pacing,2000.00,,G
04/07/2020,02:15:00,FlowVolume,0.00,,G
04/07/2020,02:20:00,PT Level,-0.08,in,G
04/07/2020,02:20:00,Aliquot_Num,0,ali,G
04/07/2020,02:20:00,Flow_cfs,0.00,,G
04/07/2020,02:20:00,Curr_pacing,2000.00,,G
04/07/2020,02:20:00,FlowVolume,0.00,,G
