SITE ID:,00000000CLVD,,,
SN: ,665006001607,,
DEVICE ID:,29,,
MFG ID:,00,,
1,2,3,6
TIME STAMP,SMP-,BTL-,RESULT-
04:26 01/29/2021,001,01,SUCCESS                                         
04:27 01/29/2021,002,01,SUCCESS                                         
05:03 01/29/2021,003,01,SUCCESS                                         
05:42 01/29/2021,004,01,SUCCESS                                         
06:32 01/29/2021,005,01,SUCCESS                                         
07:46 01/29/2021,006,01,SUCCESS                                         
09:33 01/29/2021,007,01,SUCCESS                                         
11:56 01/29/2021,008,01,SUCCESS                                         
12:50 01/29/2021,009,01,SUCCESS                                         
13:23 01/29/2021,010,01,SUCCESS                                         
13:50 01/29/2021,011,01,SUCCESS                                         
14:13 01/29/2021,012,01,SUCCESS                                         
14:34 01/29/2021,013,01,SUCCESS                                         
14:56 01/29/2021,014,01,SUCCESS                                         
15:17 01/29/2021,015,01,SUCCESS                                         
15:38 01/29/2021,016,01,SUCCESS                                         
15:58 01/29/2021,017,01,SUCCESS                                         
16:16 01/29/2021,018,01,SUCCESS                                         
16:34 01/29/2021,019,01,SUCCESS                                         
16:51 01/29/2021,020,01,SUCCESS                                         
17:10 01/29/2021,021,01,SUCCESS                                         
17:29 01/29/2021,022,01,SUCCESS                                         
17:48 01/29/2021,023,01,SUCCESS                                         
18:08 01/29/2021,024,01,SUCCESS                                         
18:28 01/29/2021,025,01,SUCCESS                                         
18:49 01/29/2021,026,01,SUCCESS                                         
19:09 01/29/2021,027,01,SUCCESS                                         
19:30 01/29/2021,028,01,SUCCESS                                         
19:51 01/29/2021,029,01,SUCCESS                                         
20:12 01/29/2021,030,01,SUCCESS                                         
20:33 01/29/2021,031,01,SUCCESS                                         
20:54 01/29/2021,032,01,SUCCESS                                         
21:16 01/29/2021,033,01,SUCCESS                                         
21:37 01/29/2021,034,01,SUCCESS                                         
21:59 01/29/2021,035,01,SUCCESS                                         
22:21 01/29/2021,036,01,SUCCESS                                         
22:44 01/29/2021,037,01,SUCCESS                                         
23:07 01/29/2021,038,01,SUCCESS                                         
23:30 01/29/2021,039,01,SUCCESS                                         
23:53 01/29/2021,040,01,SUCCESS                                         
00:17 01/30/2021,041,01,SUCCESS                                         
00:42 01/30/2021,042,01,SUCCESS                                         
01:07 01/30/2021,043,01,SUCCESS                                         
01:33 01/30/2021,044,01,SUCCESS                                         
02:00 01/30/2021,045,01,SUCCESS                                         
02:27 01/30/2021,046,01,SUCCESS                                         
02:56 01/30/2021,047,01,SUCCESS                                         
03:25 01/30/2021,048,01,SUCCESS                                         
03:55 01/30/2021,049,01,SUCCESS                                         
04:26 01/30/2021,050,01,SUCCESS                                         
04:58 01/30/2021,051,01,SUCCESS                                         
05:31 01/30/2021,052,01,SUCCESS                                         
06:05 01/30/2021,053,01,SUCCESS                                         
06:41 01/30/2021,054,01,SUCCESS                                         
07:18 01/30/2021,055,01,SUCCESS                                         
07:57 01/30/2021,056,01,SUCCESS                                         
08:37 01/30/2021,057,01,SUCCESS                                         
09:20 01/30/2021,058,01,SUCCESS                                         
10:05 01/30/2021,059,01,SUCCESS                                         
10:52 01/30/2021,060,01,SUCCESS                                         
11:41 01/30/2021,061,01,SUCCESS                                         
12:33 01/30/2021,062,01,SUCCESS                                         
13:28 01/30/2021,063,01,SUCCESS                                         
14:26 01/30/2021,064,01,SUCCESS                                         
15:27 01/30/2021,065,01,SUCCESS                                         
