Date Time,SamplePacin,BottleNum,Incr_Flow,AliquotNum,Level_950,Vel_950,Flow_950,Level_PT,Flow _PT
MM/dd/yyyy hh:mm:ss,gal,,gal,ali,in,fps,gpm,in,gpm
03/09/2021 00:00:00,20000,1,0.00,0,0.47,0.26,2.138,1.48,161.606
03/09/2021 00:01:00,20000,1,0.00,,,,,,
03/09/2021 00:02:00,20000,1,0.00,,,,,,
03/09/2021 00:03:00,20000,1,0.00,,,,,,
03/09/2021 00:04:00,20000,1,0.00,,,,,,
03/09/2021 00:05:00,20000,1,0.00,0,0.47,0.44,3.565,1.30,120.584
03/09/2021 00:06:00,20000,1,0.00,,,,,,
03/09/2021 00:07:00,20000,1,0.00,,,,,,
03/09/2021 00:08:00,20000,1,0.00,,,,,,
03/09/2021 00:09:00,20000,1,0.00,,,,,,
03/09/2021 00:10:00,20000,1,0.00,0,0.43,0.30,2.087,1.44,151.998
03/09/2021 00:11:00,20000,1,0.00,,,,,,
03/09/2021 00:12:00,20000,1,0.00,,,,,,
03/09/2021 00:13:00,20000,1,0.00,,,,,,
03/09/2021 00:14:00,20000,1,0.00,,,,,,
03/09/2021 00:15:00,20000,1,0.00,0,0.30,0.21,0.883,1.39,140.223
03/09/2021 00:16:00,20000,1,0.00,,,,,,
03/09/2021 00:17:00,20000,1,0.00,,,,,,
03/09/2021 00:18:00,20000,1,0.00,,,,,,
03/09/2021 00:19:00,20000,1,0.00,,,,,,
03/09/2021 00:20:00,20000,1,0.00,0,0.30,0.24,0.974,1.26,111.015
03/09/2021 00:21:00,20000,1,0.00,,,,,,
03/09/2021 00:22:00,20000,1,0.00,,,,,,
03/09/2021 00:23:00,20000,1,0.00,,,,,,
03/09/2021 00:24:00,20000,1,0.00,,,,,,
03/09/2021 00:25:00,20000,1,0.00,0,0.47,0.24,1.912,1.29,118.192
03/09/2021 00:26:00,20000,1,0.00,,,,,,
03/09/2021 00:27:00,20000,1,0.00,,,,,,
03/09/2021 00:28:00,20000,1,0.00,,,,,,
03/09/2021 00:29:00,20000,1,0.00,,,,,,
